x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV
-2.2327124,53.4708576,-2.65306E+18,29,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2327666,53.4807448,2.67306E+18,196,0,0,1,0,0.25,0.25,0.5,1,2
-2.2626473,53.4393358,-3.13117E+18,81,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.259538,53.4231632,1.67278E+18,62,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2596421,53.4402412,9.90621E+17,76,0,1,0,0,0.25,0.25,0.5,1,2
-2.2596915,53.4483308,-3.76728E+18,137,0,0,1,0,0.25,0.25,0.5,1,2
-2.1229168,53.5321424,-6.38032E+18,174,0,0,0,1,0.25,0.25,0.5,1,2
-2.2610207,53.4195646,-3.7634E+18,76,7,1,3,1,3,8,2.828427125,2.666666667,0.942809042
-2.2611199,53.4357437,-5.20824E+18,64,0,1,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2611916,53.4474286,1.85803E+18,200,0,2,0,0,0.5,1,1,2,2
-2.2613131,53.4672031,-2.52203E+18,271,1,0,0,0,0.25,0.25,0.5,1,2
-2.2580332,53.4231665,-6.51436E+18,35,0,0,2,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2580931,53.4330537,6.31112E+18,31,0,0,1,0,0.25,0.25,0.5,1,2
-2.2582786,53.4636143,-8.04964E+18,102,0,0,1,0,0.25,0.25,0.5,1,2
-2.2583223,53.470805,-2.5067E+18,155,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2310789,53.4474907,6.03231E+18,68,1,0,0,0,0.25,0.25,0.5,1,2
-2.2311571,53.4618722,-8.37453E+18,76,2,0,2,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2312157,53.4726582,7.28194E+18,162,4,1,2,1,2,2,1.414213562,1,0.707106781
-2.2312842,53.4852419,-2.59118E+18,194,0,2,2,0,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.121452,53.5474241,6.18318E+18,103,1,0,0,0,0.25,0.25,0.5,1,2
-2.2597189,53.4528249,8.53496E+18,93,0,0,1,0,0.25,0.25,0.5,1,2
-2.2566043,53.4357535,7.9535E+18,11,0,0,2,0,0.5,1,1,2,2
-2.2566259,53.4393489,3.04336E+18,70,2,1,1,1,1.25,0.25,0.5,0.2,0.4
-2.229583,53.4492913,-6.17589E+18,39,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2299866,53.5238947,-6.27869E+18,39,0,1,0,0,0.25,0.25,0.5,1,2
-2.2580168,53.4204699,1.60984E+18,78,3,0,2,3,2,2,1.414213562,1,0.707106781
-2.2581749,53.4465363,-5.68979E+18,122,2,0,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2582186,53.4537271,-1.32105E+18,114,0,0,0,1,0.25,0.25,0.5,1,2
-2.2552338,53.4582277,1.9296E+17,122,0,1,0,0,0.25,0.25,0.5,1,2
-2.2280917,53.4519907,-8.02735E+18,35,0,2,0,0,0.5,1,1,2,2
-2.1183884,53.5312482,-3.83446E+18,88,0,1,0,0,0.25,0.25,0.5,1,2
-2.1184437,53.5510225,-8.1936E+18,104,0,1,0,0,0.25,0.25,0.5,1,2
-2.2566314,53.4402477,-4.65701E+18,174,4,1,4,1,2.5,3,1.732050808,1.2,0.692820323
-2.2566422,53.4420454,-8.60331E+18,48,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2566802,53.4483373,7.68914E+18,22,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2567724,53.4636175,-2.45978E+18,128,0,0,0,1,0.25,0.25,0.5,1,2
-2.2267873,53.4897448,6.60857E+18,64,1,0,0,0,0.25,0.25,0.5,1,2
-2.2536206,53.4402541,7.57039E+18,79,0,1,0,0,0.25,0.25,0.5,1,2
-2.253642,53.4438495,1.19606E+18,79,0,0,1,0,0.25,0.25,0.5,1,2
-2.2536956,53.4528379,5.54451E+18,72,0,0,0,2,0.5,1,1,2,2
-2.2538835,53.4842972,-8.23056E+18,398,1,0,0,0,0.25,0.25,0.5,1,2
-2.2550129,53.4213753,-8.71128E+18,47,0,1,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2550829,53.4330602,2.09785E+18,22,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2551853,53.4501382,-9.77343E+17,100,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2552176,53.4555312,-3.1939E+17,116,0,0,0,1,0.25,0.25,0.5,1,2
-2.2521152,53.4402573,-2.90264E+18,61,0,0,0,3,0.75,2.25,1.5,3,2
-2.2234846,53.4349213,-5.61028E+18,122,0,0,1,0,0.25,0.25,0.5,1,2
-2.2235129,53.4403143,-6.7235E+18,97,0,0,0,1,0.25,0.25,0.5,1,2
-2.2235271,53.4430109,1.53699E+18,190,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2236642,53.4690772,-5.60867E+18,77,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.223773,53.4897505,-8.39582E+18,126,0,2,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.223792,53.4933458,3.77357E+18,58,1,0,0,0,0.25,0.25,0.5,1,2
-2.2238299,53.5005365,8.19986E+18,60,0,1,0,0,0.25,0.25,0.5,1,2
-2.2535242,53.424075,1.71931E+18,40,2,1,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2536313,53.4420518,4.86886E+18,96,2,2,2,1,1.75,0.25,0.5,0.142857143,0.285714286
-2.2536742,53.4492425,-6.64669E+18,99,0,0,1,0,0.25,0.25,0.5,1,2
-2.2506204,53.4420582,-6.15853E+18,100,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.2506257,53.442957,5.46845E+18,119,3,1,1,2,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2506416,53.4456535,-9.18188E+18,47,1,0,0,0,0.25,0.25,0.5,1,2
-2.2507635,53.4663268,6.47584E+18,122,0,1,0,0,0.25,0.25,0.5,1,2
-2.1154201,53.5492278,1.79562E+18,162,0,0,1,0,0.25,0.25,0.5,1,2
-2.115425,53.5510254,-6.63634E+18,93,1,0,0,0,0.25,0.25,0.5,1,2
-2.2221061,53.4591928,4.94957E+18,62,0,0,1,0,0.25,0.25,0.5,1,2
-2.2221343,53.4645859,-2.05049E+18,125,0,0,3,1,1,2,1.414213562,2,1.414213562
-2.2221531,53.4681812,-2.26696E+18,113,3,0,0,1,1,2,1.414213562,2,1.414213562
-2.2521312,53.4429539,1.61E+18,96,2,0,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2521578,53.4474481,-7.46424E+18,125,1,3,2,0,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2521685,53.4492457,2.40914E+18,110,1,1,1,1,1,0,0,0,0
-2.1139447,53.5618128,2.44989E+18,55,0,1,0,0,0.25,0.25,0.5,1,2
-2.2490045,53.4231857,-4.64262E+18,96,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2490571,53.4321741,-6.55076E+18,19,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2492256,53.460937,8.11782E+18,220,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2204928,53.4385223,8.03276E+17,161,0,0,1,0,0.25,0.25,0.5,1,2
-2.2204975,53.4394211,8.42271E+18,81,0,1,0,0,0.25,0.25,0.5,1,2
-2.2205068,53.4412188,8.68483E+18,210,1,0,0,0,0.25,0.25,0.5,1,2
-2.2205721,53.4538026,7.91496E+18,86,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2207167,53.4816666,3.07142E+18,221,0,3,0,2,1.25,2.25,1.5,1.8,1.2
-2.2507105,53.4573385,4.99293E+18,115,1,0,0,0,0.25,0.25,0.5,1,2
-2.2509758,53.5022802,3.18873E+18,117,1,0,0,0,0.25,0.25,0.5,1,2
-2.1123968,53.547433,7.47492E+18,203,1,0,0,0,0.25,0.25,0.5,1,2
-2.247798,53.4744227,1.0015E+18,551,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2478767,53.4879052,-9.20014E+18,22,0,1,0,0,0.25,0.25,0.5,1,2
-2.219043,53.4493111,6.75633E+18,72,1,0,0,0,0.25,0.25,0.5,1,2
-2.2191032,53.4609961,-2.30339E+18,115,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2191079,53.4618949,-2.00043E+18,78,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2191264,53.4654903,8.70268E+18,174,1,2,5,0,2,4.666666667,2.160246899,2.333333333,1.08012345
-2.219196,53.4789728,-8.55463E+18,455,1,3,8,5,4.25,8.916666667,2.986078811,2.098039216,0.702606779
-2.2192052,53.4807705,7.38002E+18,227,2,1,1,1,1.25,0.25,0.5,0.2,0.4
-2.2192609,53.4915565,-1.11378E+18,47,1,0,0,0,0.25,0.25,0.5,1,2
-2.2490466,53.4303764,-1.26609E+18,230,7,7,4,7,6.25,2.25,1.5,0.36,0.24
-2.2491518,53.4483532,7.30752E+18,141,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2492994,53.4735207,4.8409E+18,370,0,0,0,1,0.25,0.25,0.5,1,2
-2.2461873,53.456449,2.05555E+18,63,1,0,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2175511,53.4520104,5.29216E+18,171,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2175557,53.4529093,7.77055E+18,95,2,0,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2176109,53.4636953,-8.47888E+18,159,2,2,2,2,2,0,0,0,0
-2.2176155,53.4645942,-8.42578E+18,135,0,2,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2177491,53.4906605,1.3258E+18,97,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2177906,53.49875,-3.74126E+18,15,0,0,1,0,0.25,0.25,0.5,1,2
-2.2444953,53.4240938,2.49648E+18,153,1,0,0,0,0.25,0.25,0.5,1,2
-2.2445108,53.4267904,1.97514E+18,126,0,0,1,0,0.25,0.25,0.5,1,2
-2.2445418,53.4321834,-7.98994E+18,141,3,1,2,3,2.25,0.916666667,0.957427108,0.407407407,0.425523159
-2.2446245,53.4465649,-4.99539E+18,17,0,0,2,0,0.5,1,1,2,2
-2.2446607,53.4528568,5.99E+18,146,1,2,3,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.244671,53.4546544,1.91282E+18,168,1,2,2,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.24479,53.4753277,-4.83583E+18,117,0,0,0,1,0.25,0.25,0.5,1,2
-2.2477299,53.4627378,4.32053E+17,210,0,1,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2160042,53.4439236,-3.23344E+18,615,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2160773,53.458305,-7.3197E+18,162,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2160864,53.4601027,4.67508E+18,69,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2160956,53.4619004,8.20001E+17,110,1,0,0,0,0.25,0.25,0.5,1,2
-2.2161093,53.4645969,1.67445E+18,107,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2161824,53.4789783,-2.11865E+18,5,0,0,1,0,0.25,0.25,0.5,1,2
-2.2162831,53.4987527,1.31336E+18,83,0,1,0,0,0.25,0.25,0.5,1,2
-2.2430624,53.4366807,5.26976E+18,82,3,1,1,0,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2460625,53.4348769,-3.04297E+18,47,0,1,0,0,0.25,0.25,0.5,1,2
-2.2144761,53.4394321,-5.79971E+18,175,0,0,0,1,0.25,0.25,0.5,1,2
-2.214535,53.451117,-3.05968E+18,43,0,1,0,0,0.25,0.25,0.5,1,2
-2.2145849,53.4610043,-5.19701E+18,90,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2149624,53.5356075,-7.80466E+18,81,0,0,1,0,0.25,0.25,0.5,1,2
-2.2415367,53.4330884,-3.01988E+18,83,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2415571,53.4366838,7.33262E+18,81,1,1,3,0,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2416899,53.4600536,-2.42623E+18,56,0,1,0,0,0.25,0.25,0.5,1,2
-2.2417154,53.4645478,7.12414E+17,60,0,2,0,0,0.5,1,1,2,2
-2.2445315,53.4303857,-2.37255E+18,127,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2445676,53.4366776,8.87954E+18,38,1,0,0,0,0.25,0.25,0.5,1,2
-2.2446658,53.4537556,-7.65277E+18,130,0,2,2,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2130517,53.4556139,-7.08836E+17,82,0,0,1,0,0.25,0.25,0.5,1,2
-2.2130788,53.461007,-2.72946E+18,27,1,0,0,0,0.25,0.25,0.5,1,2
-2.2131103,53.4672988,-7.81497E+18,95,0,0,0,3,0.75,2.25,1.5,3,2
-2.2131599,53.4771861,6.31105E+17,39,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.213214,53.4879721,-1.45617E+18,133,1,4,0,1,1.5,3,1.732050808,2,1.154700538
-2.2132411,53.4933651,2.64973E+18,33,0,0,0,1,0.25,0.25,0.5,1,2
-2.2132863,53.5023535,4.98274E+18,59,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2430675,53.4375796,-8.02087E+18,78,1,0,3,0,1,2,1.414213562,2,1.414213562
-2.2430726,53.4384784,-1.76029E+18,97,0,2,1,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2430881,53.4411749,-3.48765E+18,54,1,0,1,3,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2430983,53.4429726,-3.18106E+18,102,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.2431291,53.4483656,5.65988E+18,129,1,2,2,3,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.2432217,53.4645447,5.87996E+18,78,0,0,1,0,0.25,0.25,0.5,1,2
-2.2400671,53.4393833,8.24847E+18,93,1,2,3,3,2.25,0.916666667,0.957427108,0.407407407,0.425523159
-2.2400772,53.441181,-3.18706E+18,58,0,3,0,0,0.75,2.25,1.5,3,2
-2.2400924,53.4438775,-3.90487E+17,112,2,1,1,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2400975,53.4447764,8.83043E+18,98,2,1,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2401736,53.458259,2.59217E+18,63,0,1,0,0,0.25,0.25,0.5,1,2
-2.2401889,53.4609555,2.65913E+18,28,0,0,0,1,0.25,0.25,0.5,1,2
-2.2403617,53.4915159,-5.64626E+18,286,0,0,1,0,0.25,0.25,0.5,1,2
-2.2404788,53.5121891,-6.73193E+18,92,0,0,0,1,0.25,0.25,0.5,1,2
-2.2416184,53.4474699,7.48825E+18,103,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2416235,53.4483687,6.5255E+18,124,1,2,2,2,1.75,0.25,0.5,0.142857143,0.285714286
-2.2416286,53.4492675,-7.90062E+18,47,0,0,0,2,0.5,1,1,2,2
-2.2115682,53.4601108,-8.95369E+18,131,0,0,1,3,1,2,1.414213562,2,1.414213562
-2.211604,53.4673015,-7.91461E+18,88,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2117383,53.4942666,-6.39477E+18,72,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2117608,53.4987608,-2.38361E+18,206,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2118011,53.5068503,3.71076E+18,90,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2416694,53.4564583,-6.2016E+18,45,0,0,0,1,0.25,0.25,0.5,1,2
-2.241741,53.469042,-6.96779E+18,182,1,3,0,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2417666,53.4735362,6.18104E+18,811,2,0,2,3,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.2385063,53.4294991,6.15679E+18,148,0,0,1,0,0.25,0.25,0.5,1,2
-2.2385416,53.435791,6.32212E+18,114,0,2,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2400164,53.4303949,9.029E+18,63,0,0,0,1,0.25,0.25,0.5,1,2
-2.2400265,53.4321926,-7.74229E+18,79,0,0,1,0,0.25,0.25,0.5,1,2
-2.2400417,53.4348891,-4.89449E+17,77,0,0,0,1,0.25,0.25,0.5,1,2
-2.2400519,53.4366868,4.63019E+18,96,2,0,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2400721,53.4402822,2.12408E+18,63,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2401381,53.4519671,-6.86328E+18,143,1,3,3,3,2.5,1,1,0.4,0.4
-2.2402295,53.4681462,-1.8676E+18,266,1,0,0,0,0.25,0.25,0.5,1,2
-2.2369913,53.4277044,6.83746E+18,59,0,0,1,0,0.25,0.25,0.5,1,2
-2.2370063,53.4304009,5.76849E+17,119,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2370764,53.4429847,-8.95797E+17,20,0,1,0,0,0.25,0.25,0.5,1,2
-2.2370814,53.4438836,-8.47663E+18,86,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2371015,53.4474789,6.89027E+18,60,2,3,6,0,2.75,6.25,2.5,2.272727273,0.909090909
-2.2374076,53.502308,6.40609E+18,241,0,1,0,0,0.25,0.25,0.5,1,2
-2.2374277,53.5059033,-2.24398E+18,113,0,1,0,0,0.25,0.25,0.5,1,2
-2.2385466,53.4366898,-3.04577E+18,58,0,0,0,2,0.5,1,1,2,2
-2.2385567,53.4384875,5.00144E+18,90,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2385617,53.4393863,-5.38361E+18,74,2,0,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2385768,53.4420829,4.59E+18,29,1,0,0,0,0.25,0.25,0.5,1,2
-2.2386273,53.4510713,-7.45823E+18,174,2,5,1,1,2.25,3.583333333,1.892969449,1.592592593,0.841319755
-2.2386575,53.4564643,2.6021E+18,199,2,3,1,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.238713,53.4663515,1.11874E+17,86,0,0,0,1,0.25,0.25,0.5,1,2
-2.2387231,53.4681492,8.14968E+18,558,1,4,2,0,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.2387534,53.4735422,8.92344E+18,194,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2101954,53.4870786,5.98117E+18,46,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2102578,53.4996623,-3.87483E+18,62,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2105298,53.554491,-8.41096E+18,81,0,0,1,0,0.25,0.25,0.5,1,2
-2.2355013,53.4304039,6.61769E+18,134,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2355062,53.4313027,1.43937E+18,136,1,0,0,0,0.25,0.25,0.5,1,2
-2.2356406,53.4555715,-2.34624E+17,139,2,1,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2357603,53.4771436,2.71812E+18,48,2,0,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2357752,53.4798401,-7.9677E+18,196,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2085031,53.44933,6.78177E+18,77,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2085736,53.4637115,7.04378E+18,10,0,0,0,1,0.25,0.25,0.5,1,2
-2.2086354,53.4762952,-8.93196E+18,88,0,0,1,0,0.25,0.25,0.5,1,2
-2.2088078,53.5113498,-2.40492E+18,67,0,0,1,0,0.25,0.25,0.5,1,2
-2.2088741,53.5248323,6.33582E+18,65,1,0,0,0,0.25,0.25,0.5,1,2
-2.2370514,53.4384905,4.67918E+18,114,0,1,0,3,1,2,1.414213562,2,1.414213562
-2.2371265,53.4519731,3.34771E+18,197,1,1,2,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2372569,53.4753429,5.80126E+18,399,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2340061,53.4322045,8.3943E+18,45,0,0,0,1,0.25,0.25,0.5,1,2
-2.2340209,53.4349011,1.77267E+17,103,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2340704,53.4438895,-3.58115E+18,66,0,1,0,0,0.25,0.25,0.5,1,2
-2.2341199,53.4528779,-7.58695E+18,107,2,2,1,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2341694,53.4618663,1.23282E+18,70,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2342536,53.4771465,-9.01575E+18,205,1,0,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2342635,53.4789442,8.2086E+18,96,0,0,0,1,0.25,0.25,0.5,1,2
-2.235566,53.4420889,-6.52834E+18,110,0,0,3,1,1,2,1.414213562,2,1.414213562
-2.2356108,53.4501784,-7.22197E+18,45,0,1,0,0,0.25,0.25,0.5,1,2
-2.2356357,53.4546726,8.14646E+18,90,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2356456,53.4564703,-7.09052E+18,94,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2343081,53.4870337,-4.50198E+18,437,0,2,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.234318,53.4888314,6.26396E+18,184,0,2,0,0,0.5,1,1,2,2
-2.206993,53.4484338,-1.75039E+18,84,0,0,0,1,0.25,0.25,0.5,1,2
-2.2070981,53.470006,2.61984E+18,91,0,0,1,0,0.25,0.25,0.5,1,2
-2.2071025,53.4709048,4.85536E+18,117,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2071419,53.4789944,-7.72542E+18,117,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2357553,53.4762447,5.82753E+18,74,0,1,0,0,0.25,0.25,0.5,1,2
-2.2358201,53.4879296,4.87618E+18,211,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2359,53.5023109,9.0076E+18,158,0,1,0,0,0.25,0.25,0.5,1,2
-2.2324176,53.4169271,2.63254E+18,124,0,1,0,0,0.25,0.25,0.5,1,2
-2.2325207,53.4358029,2.88444E+18,92,1,2,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2326091,53.451982,7.56146E+18,165,0,2,3,1,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.232737,53.4753518,8.69821E+18,9,1,0,0,0,0.25,0.25,0.5,1,2
-2.2327617,53.479846,7.78287E+18,104,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2327715,53.4816437,-1.2899E+18,43,0,1,0,0,0.25,0.25,0.5,1,2
-2.2328504,53.496025,-6.13706E+18,58,0,1,0,0,0.25,0.25,0.5,1,2
-2.0957998,53.5492451,6.90346E+18,70,0,0,0,1,0.25,0.25,0.5,1,2
-2.2340457,53.4393953,-4.95515E+18,84,2,1,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2340506,53.4402941,3.94937E+18,110,0,1,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2340852,53.446586,4.89584E+18,67,2,1,2,2,1.75,0.25,0.5,0.142857143,0.285714286
-2.23411,53.4510802,-3.22959E+18,113,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2341595,53.4600686,-3.07042E+17,36,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.2310447,53.4411988,-2.85879E+18,57,0,0,0,1,0.25,0.25,0.5,1,2
-2.2310887,53.4492884,6.40957E+18,82,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2310936,53.4501873,2.38479E+18,229,1,2,3,2,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.2311326,53.457378,6.03001E+18,91,1,0,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2055177,53.4547283,8.62823E+18,129,1,0,0,0,0.25,0.25,0.5,1,2
-2.2055656,53.4646155,1.03181E+18,24,0,0,0,1,0.25,0.25,0.5,1,2
-2.2056308,53.4780981,6.27179E+18,31,0,1,0,0,0.25,0.25,0.5,1,2
-2.2056395,53.4798958,3.64825E+18,69,1,0,0,0,0.25,0.25,0.5,1,2
-2.2056482,53.4816935,-9.02299E+18,51,0,1,0,0,0.25,0.25,0.5,1,2
-2.2058225,53.5176469,-8.32652E+18,54,0,0,0,2,0.5,1,1,2,2
-2.2295296,53.4394041,6.12259E+18,127,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2296169,53.4555832,7.40048E+18,114,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2296461,53.4609762,-9.14096E+18,44,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2296606,53.4636728,-5.79836E+18,96,1,1,1,1,1,0,0,0,0
-2.2296995,53.4708635,-6.99503E+18,142,1,3,1,0,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2040464,53.4619216,3.76125E+18,85,0,0,1,0,0.25,0.25,0.5,1,2
-2.2041197,53.4772019,8.92795E+18,67,0,0,2,0,0.5,1,1,2,2
-2.2041802,53.4897856,8.68394E+18,58,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2042754,53.50956,2.45233E+18,207,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2042927,53.5131553,8.14839E+18,50,0,0,1,0,0.25,0.25,0.5,1,2
-2.2324961,53.4313086,4.57132E+18,87,0,0,0,1,0.25,0.25,0.5,1,2
-2.232501,53.4322075,-8.81538E+18,148,0,0,0,1,0.25,0.25,0.5,1,2
-2.2325256,53.4367017,-7.44216E+18,66,0,0,0,1,0.25,0.25,0.5,1,2
-2.2326239,53.4546785,-8.55909E+18,161,3,2,1,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2326337,53.4564762,8.86365E+18,206,4,3,3,3,3.25,0.25,0.5,0.076923077,0.153846154
-2.2280532,53.4448,-5.6004E+18,28,0,0,1,0,0.25,0.25,0.5,1,2
-2.2280965,53.4528896,1.77336E+17,76,0,1,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2281014,53.4537884,-7.41165E+18,132,3,3,2,0,2,2,1.414213562,1,0.707106781
-2.2281882,53.4699675,-5.86909E+18,117,2,0,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2282365,53.4789559,2.69714E+17,145,2,1,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2310154,53.4358058,5.80804E+18,158,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2026002,53.4745079,8.83349E+18,59,1,0,0,0,0.25,0.25,0.5,1,2
-2.2026131,53.4772044,-1.7026E+18,148,2,2,0,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
